sa2_name,poi_name,category,longitude,latitude
Blacktown (East) - Kings Park,COPTIC CHURCH,Place Of Worship,150.9088647054346,-33.7623318631609
Blacktown (East) - Kings Park,FOURSQUARE GOSPEL CHURCH,Place Of Worship,150.91752935969353,-33.76643998339341
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.89824283776736,-33.774543224462896
Blacktown (East) - Kings Park,UNITING CHURCH,Place Of Worship,150.91603822010228,-33.77843361850387
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9165790256663,-33.777331434578414
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91485906181595,-33.774507377244085
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91517543678094,-33.77688885608308
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91672670780065,-33.77763856743595
Blacktown (East) - Kings Park,Swimming Pool Facility,Swimming Pool Facility,150.9175015990563,-33.77196902940663
Blacktown (East) - Kings Park,Swimming Pool Facility,Swimming Pool Facility,150.9176572492473,-33.77231731572546
Blacktown (East) - Kings Park,NETBALL COURTS,Sports Court,150.91863248547256,-33.772135230533785
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91915995285117,-33.77310147597724
Blacktown (East) - Kings Park,Park,Park,150.8998475423768,-33.7802364717645
Blacktown (East) - Kings Park,Park,Park,150.91512110667256,-33.75906552364052
Blacktown (East) - Kings Park,Park,Park,150.91722154567324,-33.75958616938736
Blacktown (East) - Kings Park,TENNIS COURTS,Sports Court,150.92584912556205,-33.75967821193668
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.9215201864287,-33.757631197637515
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.9200680489921,-33.756444007519235
Blacktown (East) - Kings Park,LEICESTER SQUARE,Shopping Centre,150.8943759111678,-33.77790816814349
Blacktown (East) - Kings Park,WESTPOINT CENTRE,Shopping Centre,150.9051918131398,-33.77004332436264
Blacktown (East) - Kings Park,LYNWOOD PARK,Park,150.91869006119407,-33.75546213860484
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.91921846102395,-33.755930748653235
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9031467894124,-33.765394846140104
Blacktown (East) - Kings Park,Park,Park,150.89666532066994,-33.74004712321089
Blacktown (East) - Kings Park,ADVENTIST NURSING HOME,Nursing Home,150.91833780392338,-33.74214966952512
Blacktown (East) - Kings Park,ALLEN ROBERTSON RESERVE,Park,150.91942640753751,-33.74687067474458
Blacktown (East) - Kings Park,MORGAN POWER RESERVE,Park,150.92311374923366,-33.748023263268564
Blacktown (East) - Kings Park,KINGS LANGLEY SHOPPING CENTRE,Shopping Centre,150.92343579795795,-33.74326245739413
Blacktown (East) - Kings Park,TWIN WILLOW RESERVE,Park,150.9196722351083,-33.74280911370425
Blacktown (East) - Kings Park,GOLDEN GROVE PARK,Park,150.9233980148172,-33.74426042655807
Blacktown (East) - Kings Park,RESOLUTION RESERVE,Park,150.92711846122816,-33.74534913784518
Blacktown (East) - Kings Park,Park,Park,150.90895692648172,-33.74606462471826
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.90233778104053,-33.766601657827
Blacktown (East) - Kings Park,Park,Park,150.90529234450156,-33.76765678108034
Blacktown (East) - Kings Park,CENTRAL PLAZA,Shopping Centre,150.90681738651165,-33.77022263983989
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91069506953846,-33.77291538330077
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91197344045975,-33.77303239010863
Blacktown (East) - Kings Park,BLACKTOWN WORKERS CLUB,Club,150.90867104752402,-33.77307349037901
Blacktown (East) - Kings Park,BLACKTOWN WESTPOINT POST OFFICE,Post Office,150.90453863552034,-33.77017756924674
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.90712994273835,-33.76556324362209
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.9077128164071,-33.76550743402567
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.90780753836393,-33.76587434749609
Blacktown (East) - Kings Park,BLACKTOWN LIBRARY,Library,150.90812200351058,-33.77148800446602
Blacktown (East) - Kings Park,BLACKTOWN NURSING HOME,Nursing Home,150.91863128442503,-33.765838473500004
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9095738912155,-33.773303030557514
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91011680332878,-33.77289425554037
Blacktown (East) - Kings Park,BLACKTOWN POST OFFICE,Post Office,150.90752833748203,-33.76928384247616
Blacktown (East) - Kings Park,MARAYONG,Suburb,150.89416009451398,-33.745202630761675
Blacktown (East) - Kings Park,KINGS PARK,Suburb,150.9093996216436,-33.74390134747348
Blacktown (East) - Kings Park,PEARCES CORNER,Urban Place,150.91829905239862,-33.737620976961914
Blacktown (East) - Kings Park,ACACIA GARDENS,Suburb,150.91224491493185,-33.73461466398759
Blacktown (East) - Kings Park,BLACKTOWN,Suburb,150.90603561056767,-33.77147588496203
Blacktown (East) - Kings Park,BLACKTOWN INDUSTRIAL AREA,Urban Place,150.90947370031523,-33.75725637773527
Blacktown (East) - Kings Park,JIM SOUTHEE COMMUNITY CENTRE,Community Facility,150.92465155540566,-33.74336697783603
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.89649155415466,-33.7488716952203
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92008015019732,-33.74709529400137
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92204332482598,-33.747545760965544
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92289415875746,-33.74451724480695
Blacktown (East) - Kings Park,KINGS LANGLEY POST OFFICE,Post Office,150.92352146669336,-33.74312066543016
Blacktown (East) - Kings Park,CATHOLIC CHURCH,Place Of Worship,150.90214043015578,-33.74712315437905
Blacktown (East) - Kings Park,SIKH TEMPLE,Place Of Worship,150.91991675473196,-33.738004106708075
Blacktown (East) - Kings Park,FITZSIMMONS WALKWAY,Park,150.8973651567853,-33.77420509424861
Blacktown (East) - Kings Park,GRIBBLE RESERVE,Park,150.90325188241914,-33.76824718504884
Blacktown (East) - Kings Park,BILL SWIFT RESERVE,Park,150.91497597934682,-33.763503025225916
Blacktown (East) - Kings Park,MUJAR BIJA RESERVE,Park,150.9171446885125,-33.7794207585322
Blacktown (East) - Kings Park,OLGA ROBSHAW RESERVE,Park,150.89965222617613,-33.755798314274486
Blacktown (East) - Kings Park,ANGLICAN CHURCH,Place Of Worship,150.90514568464997,-33.76620058300644
Blacktown (East) - Kings Park,CATHOLIC CHURCH,Place Of Worship,150.89882949424174,-33.77410752968641
Blacktown (East) - Kings Park,ORTHODOX CHURCH,Place Of Worship,150.90920030793993,-33.76615862213457
Blacktown (East) - Kings Park,OVAL,Sports Field,150.90377002798004,-33.76681178275651
Blacktown (East) - Kings Park,BLACKTOWN CITY COUNCIL,Local Government Chambers,150.90855549273746,-33.77161397477289
Blacktown (East) - Kings Park,EUROKA HOMES RETIREMENT VILLAGE,Retirement Village,150.91341407766402,-33.7651749870677
Blacktown (East) - Kings Park,UNITING MULLAUNA BLACKTOWN,Nursing Home,150.91541226502915,-33.77786720235475
Blacktown (East) - Kings Park,BLACKTOWN BUS INTERCHANGE,Bus Interchange,150.9068421270129,-33.76793301535506
Blacktown (East) - Kings Park,BLACKTOWN VISITOR INFORMATION AND HERITAGE CENTRE,Tourist Information Centre,150.9082932161155,-33.77083049612201
Blacktown (East) - Kings Park,BLACKTOWN COURT HOUSE,Court House,150.90596133516505,-33.768830049416856
Blacktown (East) - Kings Park,SEVEN HILLS WEST PUBLIC SCHOOL,Primary School,150.9213841042396,-33.76562145559201
Blacktown (East) - Kings Park,ST BERNADETTE'S PRIMARY SCHOOL,Primary School,150.92634751357667,-33.7614343719845
Blacktown (East) - Kings Park,LYNWOOD PARK PUBLIC SCHOOL,Primary School,150.92626872952954,-33.75373713668078
Blacktown (East) - Kings Park,BERT OLDFIELD PUBLIC SCHOOL,Primary School,150.92563365835292,-33.777234650128676
Blacktown (East) - Kings Park,KINGS LANGLEY PUBLIC SCHOOL,Primary School,150.92478571070848,-33.74514150521079
Blacktown (East) - Kings Park,ST PATRICK'S PRIMARY SCHOOL,Primary School,150.898331778167,-33.77383136758736
Blacktown (East) - Kings Park,BLACKTOWN NORTH PUBLIC SCHOOL,Primary School,150.9127887774627,-33.75807062082528
Blacktown (East) - Kings Park,MARAYONG HEIGHTS PUBLIC SCHOOL,Primary School,150.8971334821718,-33.74212257991998
Blacktown (East) - Kings Park,MARAYONG PUBLIC SCHOOL,Primary School,150.8950451803089,-33.75695225635433
Blacktown (East) - Kings Park,BLACKTOWN SOUTH PUBLIC SCHOOL,Primary School,150.9057079680341,-33.78047659900319
Blacktown (East) - Kings Park,BLACKTOWN BOYS HIGH SCHOOL,High School,150.91194601938568,-33.76183107258832
Blacktown (East) - Kings Park,BLACKTOWN GIRLS HIGH SCHOOL,High School,150.91088230898637,-33.76164068660955
Blacktown (East) - Kings Park,COREEN SCHOOL,Special School,150.91170825060132,-33.773675206355136
Blacktown (East) - Kings Park,HOLY CROSS PRIMARY SCHOOL,Primary School,150.92383276797364,-33.73741336222435
Blacktown (East) - Kings Park,CADDIES CREEK PUBLIC SCHOOL,Primary School,150.92695808679716,-33.73626008353964
Blacktown (East) - Kings Park,MULLAUNA VILLAGE,Retirement Village,150.91661549996178,-33.7781007677183
Blacktown (East) - Kings Park,ERNIE IRELAND RESERVE,Park,150.9236507540257,-33.735256171893596
Blacktown (East) - Kings Park,Park,Park,150.91381485743474,-33.73486446341158
Blacktown (East) - Kings Park,METS68N1,Roadside Emergency Telephone,150.90177403609744,-33.735628266364024
Blacktown (East) - Kings Park,METS68S1,Roadside Emergency Telephone,150.9017039558272,-33.73601217595843
Blacktown (East) - Kings Park,METS68N2,Roadside Emergency Telephone,150.90646656295215,-33.7362799832294
Blacktown (East) - Kings Park,METS68S2,Roadside Emergency Telephone,150.90606284299545,-33.736636956195056
Blacktown (East) - Kings Park,METS70N1,Roadside Emergency Telephone,150.91607297322574,-33.737848223087006
Blacktown (East) - Kings Park,METS70S1,Roadside Emergency Telephone,150.91588134999915,-33.73826987959086
Blacktown (East) - Kings Park,METS72S1,Roadside Emergency Telephone,150.92708602036834,-33.741205950485785
Blacktown (East) - Kings Park,BLACKTOWN COMMUNITY HEALTH CENTRE,Community Medical Centre,150.9147694404933,-33.773987152938425
Blacktown (East) - Kings Park,BLACKTOWN CITY BOWLING AND REC CLUB,Club,150.91317324203126,-33.77559663556154
Blacktown (East) - Kings Park,BLACKTOWN RSL CLUB (CITY OF),Club,150.90727696101771,-33.76608136162264
Blacktown (East) - Kings Park,BLACKTOWN TRANSITIONAL AGED CARE SERVICE,Nursing Home,150.91755665500347,-33.77561002760391
Blacktown (East) - Kings Park,MARAYONG PUBLIC SCHOOL PRESCHOOL,Preschool,150.89565907819434,-33.7576518145779
Blacktown (East) - Kings Park,SEVEN HILLS WEST PUBLIC SCHOOL PRESCHOOL,Preschool,150.9220654027207,-33.76570984958991
Blacktown (East) - Kings Park,ASPECT WESTERN SYDNEY SCHOOL BLACKTOWN,Special School,150.89846930394873,-33.773971224058336
Blacktown (East) - Kings Park,KINGS LANGLEY VILLAGE,Retirement Village,150.919341160112,-33.74193487445519
Blacktown (East) - Kings Park,DR KRIVANEK WALKWAY,Park,150.89944106189725,-33.77053863812647
Blacktown (East) - Kings Park,BLACKTOWN ARTS CENTRE,Art Gallery,150.90849205461038,-33.77264530764456
Blacktown (East) - Kings Park,BLACKTOWN SENIOR CITIZENS CENTRE,Community Facility,150.90275909719702,-33.76850454976816
Blacktown (East) - Kings Park,WARAKIRRI COLLEGE BLACKTOWN,High School,150.91223837070498,-33.77072299157766
Blacktown (East) - Kings Park,WAYNE GAME RESERVE,Park,150.90277555433303,-33.7585498084053
Blacktown (East) - Kings Park,UNITINGCARE CUMBERLAND PROSPECT DISABILITY AGED CARE PILOT,Nursing Home,150.90756426470347,-33.7729468292601
Blacktown (East) - Kings Park,BLACKTOWN TERRACE CARE COMMUNITY,Nursing Home,150.90234828683776,-33.76811083350605
Blacktown (East) - Kings Park,METWEST EYE CENTRE,General Hospital,150.91246083040028,-33.774233178043026
Blacktown (East) - Kings Park,BERYL SIMES SMITH PARK,Park,150.91083119664336,-33.764032402484716
Blacktown (East) - Kings Park,MARAYONG RAILWAY STATION,Railway Station,150.90012432319728,-33.746248520640655
Blacktown (East) - Kings Park,BLACKTOWN RAILWAY STATION,Railway Station,150.90725022984984,-33.76857088299641
Blacktown (East) - Kings Park,BLACKTOWN POLICE STATION,Police Station,150.90520600292808,-33.76857699672078
Blacktown (East) - Kings Park,BLACKTOWN SUPERSTATION AMBULANCE STATION,Ambulance Station,150.9190090619346,-33.77924990561729
Blacktown (East) - Kings Park,JOHN KINSELA PARK,Park,150.90304141702953,-33.769209450078954
Blacktown (East) - Kings Park,BLACKTOWN TAFE COLLEGE,Technical College,150.91314499720212,-33.77158330044711
Blacktown (East) - Kings Park,BLACKTOWN TAFE COLLEGE,Technical College,150.9116065720909,-33.77262472642004
Blacktown (East) - Kings Park,HEADINGLEY RESERVE,Park,150.91796174668758,-33.75192774836711
Blacktown (North) - Marayong,JOSEPH FRANK PARK,Park,150.89744757990758,-33.76739592042338
Blacktown (North) - Marayong,Park,Park,150.89799157718573,-33.752399012053544
Blacktown (North) - Marayong,Park,Park,150.90086384239038,-33.75185202112255
Blacktown (North) - Marayong,Park,Park,150.90001580491437,-33.749390700627664
Blacktown (North) - Marayong,ST ANDREWS COLLEGE SENIOR CAMPUS,High School,150.8892071730079,-33.749326015963575
Blacktown (North) - Marayong,Park,Park,150.89001152900488,-33.76730996487859
Blacktown (North) - Marayong,MARAYONG OVAL,Sports Field,150.89666375221148,-33.75014611254895
Blacktown (North) - Marayong,CAMPBELL PARK,Park,150.89720193110156,-33.76201912807473
Blacktown (North) - Marayong,CHRISTADELPHIAN CHURCH,Place Of Worship,150.86599520732616,-33.76387387395756
Blacktown (North) - Marayong,DOONSIDE POST OFFICE,Post Office,150.8698090937981,-33.762539540799075
Blacktown (North) - Marayong,UNITING CHURCH,Place Of Worship,150.87288958309568,-33.75664035455926
Blacktown (North) - Marayong,ASSEMBLIES OF GOD CHURCH,Place Of Worship,150.87373864285448,-33.75670134569364
Blacktown (North) - Marayong,CATHOLIC CHURCH,Place Of Worship,150.87183290021687,-33.75839910567443
Blacktown (North) - Marayong,CHURCH OF CHRIST,Place Of Worship,150.87024443804606,-33.765472447805806
Blacktown (North) - Marayong,ANGLICAN CHURCH,Place Of Worship,150.8706674214757,-33.75841302693291
Blacktown (North) - Marayong,FRANCIS PARK,Park,150.90300931752952,-33.76664663919427
Blacktown (North) - Marayong,BLACKTOWN SHOWGROUND,Showground,150.90066275361568,-33.76545339054471
Blacktown (North) - Marayong,BILL COLBOURNE RESERVE,Park,150.87363899902817,-33.74929662360538
Blacktown (North) - Marayong,Park,Park,150.86829421712378,-33.757063876196305
Blacktown (North) - Marayong,GOLLAN PARK,Park,150.87015231581364,-33.7663937473289
Blacktown (North) - Marayong,BECHARRY PARK,Park,150.88756381568834,-33.75856479613719
Blacktown (North) - Marayong,Park,Park,150.89137474400806,-33.76034426222615
Blacktown (North) - Marayong,CAPTAIN TENCH RESERVE,Park,150.89106312023267,-33.756018084622106
Blacktown (North) - Marayong,Park,Park,150.88177125595416,-33.74489797138698
Blacktown (North) - Marayong,Park,Park,150.89113011658654,-33.73907170752302
Blacktown (North) - Marayong,Park,Park,150.8867269110337,-33.73890339097274
Blacktown (North) - Marayong,MARAYONG HEIGHTS RESERVE,Park,150.89478634513281,-33.743974681710725
Blacktown (North) - Marayong,Park,Park,150.8981616327606,-33.74262075314101
Blacktown (North) - Marayong,Park,Park,150.87888199462438,-33.74753941418862
Blacktown (North) - Marayong,MELROSE PARK,Park,150.88173648486443,-33.739595857897136
Blacktown (North) - Marayong,MARAYONG POST OFFICE,Post Office,150.89980980415174,-33.74663657160806
Blacktown (North) - Marayong,CATHOLIC CHURCH,Place Of Worship,150.885937274831,-33.742113382972825
Blacktown (North) - Marayong,ST ANDREWS COLLEGE,High School,150.88798325795915,-33.74256741756761
Blacktown (North) - Marayong,HARVEY PARK,Park,150.8910318534709,-33.74573666851687
Blacktown (North) - Marayong,QUAKERS HILL WATER POLLUTION PLANT,Filtration Plant,150.87730814445,-33.73624057753624
Blacktown (North) - Marayong,Parking Area,Parking Area,150.87841625318384,-33.75265654685356
Blacktown (North) - Marayong,TENNIS COURTS,Sports Court,150.87902099005004,-33.75193563717811
Blacktown (North) - Marayong,NETBALL COURTS,Sports Court,150.87940949793563,-33.751927237484054
Blacktown (North) - Marayong,Parking Area,Parking Area,150.8812409022885,-33.75456724635078
Blacktown (North) - Marayong,Parking Area,Parking Area,150.88120391685163,-33.75203345180113
Blacktown (North) - Marayong,Park,Park,150.88153401537923,-33.75329816182332
Blacktown (North) - Marayong,Parking Area,Parking Area,150.8741010654609,-33.7556215625059
Blacktown (North) - Marayong,Sports Field,Sports Field,150.87497837903197,-33.75543861654301
Blacktown (North) - Marayong,Sports Field,Sports Field,150.87390744348286,-33.75416835811283
Blacktown (North) - Marayong,Park,Park,150.8783043563371,-33.74962605854926
Blacktown (North) - Marayong,Park,Park,150.87821226913908,-33.75336324009091
Blacktown (North) - Marayong,SAUNDERS RESERVE,Park,150.88113131770533,-33.764942425252535
Blacktown (North) - Marayong,Sports Field,Sports Field,150.8823449416542,-33.76524205547335
Blacktown (North) - Marayong,Park,Park,150.88540450918882,-33.75145738211606
Blacktown (North) - Marayong,MARAYONG PARK,Park,150.89709765376503,-33.749389642978784
Blacktown (North) - Marayong,TENNIS COURTS,Sports Court,150.89709579784568,-33.750609523984224
Blacktown (North) - Marayong,Parking Area,Parking Area,150.88437218143397,-33.76667019701287
Blacktown (North) - Marayong,WOODCROFT LAKE,Natural Waterbody,150.88043092553283,-33.75306411208475
Blacktown (North) - Marayong,REFORMED CHURCH,Place Of Worship,150.8824345728583,-33.74945781350134
Blacktown (North) - Marayong,BLACKTOWN FIRE STATION,Fire Station,150.8870382482466,-33.75244794600314
Blacktown (North) - Marayong,Parking Area,Parking Area,150.9031467894124,-33.765394846140104
Blacktown (North) - Marayong,Parking Area,Parking Area,150.88828176722978,-33.74191227644703
Blacktown (North) - Marayong,Park,Park,150.89666532066994,-33.74004712321089
Blacktown (North) - Marayong,Park,Park,150.8767798434348,-33.744404092281044
Blacktown (North) - Marayong,Sports Field,Sports Field,150.90233778104053,-33.766601657827
Blacktown (North) - Marayong,Park,Park,150.90529234450156,-33.76765678108034
Blacktown (North) - Marayong,MARAYONG,Suburb,150.89416009451398,-33.745202630761675
Blacktown (North) - Marayong,WOODCROFT,Suburb,150.88089893521945,-33.7557246936401
Blacktown (North) - Marayong,DOONSIDE,Suburb,150.86944531743057,-33.76349991478626
Blacktown (North) - Marayong,Pumping Station,Pumping Station,150.8679000255973,-33.734366003846866
Blacktown (North) - Marayong,Sports Field,Sports Field,150.88122358366815,-33.73797316263063
Blacktown (North) - Marayong,Sports Field,Sports Field,150.88051905924533,-33.73902376843819
Blacktown (North) - Marayong,BASKETBALL COURTS,Sports Court,150.8891487636498,-33.74397143685411
Blacktown (North) - Marayong,Sports Field,Sports Field,150.8881523720996,-33.744320960388634
Blacktown (North) - Marayong,Sports Field,Sports Field,150.88987524020325,-33.74494689691866
Blacktown (North) - Marayong,Sports Field,Sports Field,150.89649155415466,-33.7488716952203
Blacktown (North) - Marayong,HENRY MITCHELL RESERVE,Park,150.9062136530637,-33.73317666281063
Blacktown (North) - Marayong,CATHOLIC CHURCH,Place Of Worship,150.90214043015578,-33.74712315437905
Blacktown (North) - Marayong,WOODCROFT NEIGHBOURHOOD CENTRE,Community Facility,150.8788653039264,-33.75306915885528
Blacktown (North) - Marayong,TENNIS COURT,Sports Court,150.8889368286164,-33.743818017892195
Blacktown (North) - Marayong,OLGA ROBSHAW RESERVE,Park,150.89965222617613,-33.755798314274486
Blacktown (North) - Marayong,CATHOLIC CHURCH,Place Of Worship,150.89018499099126,-33.74821111226568
Blacktown (North) - Marayong,ANGLICAN CHURCH,Place Of Worship,150.90514568464997,-33.76620058300644
Blacktown (North) - Marayong,OVAL,Sports Field,150.90377002798004,-33.76681178275651
Blacktown (North) - Marayong,MARAYONG HEIGHTS PUBLIC SCHOOL,Primary School,150.8971334821718,-33.74212257991998
Blacktown (North) - Marayong,MARAYONG PUBLIC SCHOOL,Primary School,150.8950451803089,-33.75695225635433
Blacktown (North) - Marayong,DOONSIDE PUBLIC SCHOOL,Primary School,150.87040221365095,-33.76476441905626
Blacktown (North) - Marayong,ST JOHN VIANNEY'S PRIMARY SCHOOL,Primary School,150.8723528109673,-33.758268616918436
Blacktown (North) - Marayong,CRAWFORD PUBLIC SCHOOL,Primary School,150.86906161463338,-33.75520307964145
Blacktown (North) - Marayong,MARAYONG SOUTH PUBLIC SCHOOL,Primary School,150.88529252251055,-33.760741823740474
Blacktown (North) - Marayong,DOONSIDE HIGH SCHOOL,High School,150.87380735139726,-33.75561379129314
Blacktown (North) - Marayong,QUAKERS HILL PUBLIC SCHOOL,Primary School,150.88480424503447,-33.73803521138498
Blacktown (North) - Marayong,ST ANDREWS PRIMARY SCHOOL,Primary School,150.89066365829044,-33.747456685697315
Blacktown (North) - Marayong,BLESSED FRANCES SIEDLISKA RETIREMENT VILLAGE,Retirement Village,150.88453601617547,-33.74261105427251
