sa2_name,poi_name,category,longitude,latitude,geometry
Blacktown (East) - Kings Park,MAURICE BOLTON RESERVE,Park,150.91696046111568,-33.773793262005924,0101000020E6100000F10677BD57DD62401E1759A80BE340C0
Blacktown (East) - Kings Park,MARAYONG HEIGHTS RESERVE,Park,150.8947863451328,-33.743974681710725,0101000020E61000001628F916A2DC6240F27FF78F3ADF40C0
Blacktown (East) - Kings Park,Park,Park,150.8981616327606,-33.74262075314101,0101000020E610000052E776BDBDDC6240280964320EDF40C0
Blacktown (East) - Kings Park,FAULKLAND CRESCENT RESERVE,Park,150.90959175601154,-33.740362852514345,0101000020E6100000FC982B601BDD6240775CBF35C4DE40C0
Blacktown (East) - Kings Park,MARAYONG POST OFFICE,Post Office,150.89980980415174,-33.74663657160806,0101000020E6100000762EEE3DCBDC6240EF8684C991DF40C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.89465391998525,-33.77784148448491,0101000020E610000065F24101A1DC6240DAAA4C4F90E340C0
Blacktown (East) - Kings Park,Park,Park,150.91790492375426,-33.779994713146095,0101000020E6100000958B257A5FDD6240F801E4DDD6E340C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.90844354199177,-33.765637474145116,0101000020E6100000BFE330F811DD6240CD05A46800E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9082987111101,-33.76667506375597,0101000020E6100000F06675C810DD6240CCBE926822E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9097502215226,-33.768471902880414,0101000020E6100000FC1E7FAC1CDD624015628D495DE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.90666578772263,-33.76742115378808,0101000020E61000007755F86703DD6240A2E33ADB3AE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9096811356874,-33.76798173433015,0101000020E610000019F29C1B1CDD6240CA6FB8394DE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.90494692610517,-33.770684840555965,0101000020E610000099874153F5DC6240FDDA04CDA5E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.90533571246857,-33.7693573200361,0101000020E6100000829E9982F8DC6240233FF84C7AE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9075767432011,-33.77082544965045,0101000020E610000016D561DE0ADD62402B968868AAE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91101900113154,-33.77018313549165,0101000020E6100000A0FC511127DD6240066F695C95E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9128382764315,-33.771029756836505,0101000020E6100000EEF99DF835DD624085ED621AB1E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91798804666414,-33.77109625164548,0101000020E610000053D1772860DD624059712F48B3E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91417256478428,-33.77231724403965,0101000020E6100000C494D2E640DD6240C1A49C4ADBE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9147049172014,-33.77241550733653,0101000020E6100000DA1B3F4345DD62408277E782DEE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91493608965666,-33.77302643799392,0101000020E61000002DE00C2847DD62404A10C387F2E240C0
Blacktown (East) - Kings Park,Park,Park,150.91511834525136,-33.770360443427215,0101000020E6100000609A44A648DD62407353C72B9BE240C0
Blacktown (East) - Kings Park,BOWLING GREENS,Sports Field,150.91363139180933,-33.77514277139866,0101000020E6100000718DE6773CDD6240AC71DAE037E340C0
Blacktown (East) - Kings Park,Park,Park,150.9254178057666,-33.749872039311036,0101000020E6100000EB5CCD059DDD62404B8396CEFBDF40C0
Blacktown (East) - Kings Park,MARAYONG PARK,Park,150.89709765376503,-33.749389642978784,0101000020E6100000A7872306B5DC62400A47F4FFEBDF40C0
Blacktown (East) - Kings Park,TENNIS COURTS,Sports Court,150.89709579784568,-33.750609523984224,0101000020E61000000A243F02B5DC624008CA0EF913E040C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91295090001535,-33.76239810706854,0101000020E61000006E4DCEE436DD62402332DC4296E140C0
Blacktown (East) - Kings Park,BAPTIST CHURCH,Place Of Worship,150.9259841234846,-33.75302727968843,0101000020E610000069DF74A9A1DD6240FBA0A93263E040C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92674458240694,-33.75381039080584,0101000020E6100000DB2541E4A7DD6240B2F2DFDB7CE040C0
Blacktown (East) - Kings Park,COPTIC CHURCH,Place Of Worship,150.9088647054346,-33.7623318631609,0101000020E6100000924A6F6B15DD6240C77C2A1794E140C0
Blacktown (East) - Kings Park,FOURSQUARE GOSPEL CHURCH,Place Of Worship,150.91752935969353,-33.76643998339341,0101000020E61000001D2088665CDD6240C08293B41AE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.89824283776736,-33.774543224462896,0101000020E61000007782C367BEDC624009347D3B24E340C0
Blacktown (East) - Kings Park,UNITING CHURCH,Place Of Worship,150.91603822010228,-33.77843361850387,0101000020E610000036A7622F50DD624060CA7AB6A3E340C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9165790256663,-33.777331434578414,0101000020E6100000F66D899D54DD624062D5B0987FE340C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91485906181595,-33.774507377244085,0101000020E61000005CDE828646DD624015E3C70E23E340C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91517543678094,-33.77688885608308,0101000020E61000007462FF1D49DD624079C0121871E340C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91672670780065,-33.77763856743595,0101000020E6100000F4AB3FD355DD6240739F1BA989E340C0
Blacktown (East) - Kings Park,Swimming Pool Facility,Swimming Pool Facility,150.9175015990563,-33.77196902940663,0101000020E61000002F3F502C5CDD6240C56993E1CFE240C0
Blacktown (East) - Kings Park,Swimming Pool Facility,Swimming Pool Facility,150.9176572492473,-33.77231731572546,0101000020E61000008B4EBC725DDD62407296364BDBE240C0
Blacktown (East) - Kings Park,NETBALL COURTS,Sports Court,150.91863248547256,-33.772135230533785,0101000020E6100000BB44F46F65DD6240B39DC553D5E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91915995285115,-33.77310147597724,0101000020E61000003C2922C269DD6240E2E739FDF4E240C0
Blacktown (East) - Kings Park,Park,Park,150.8998475423768,-33.7802364717645,0101000020E61000009EBC128DCBDC6240FFAFE8C9DEE340C0
Blacktown (East) - Kings Park,Park,Park,150.91512110667256,-33.75906552364052,0101000020E610000037210FAC48DD624051C71F0F29E140C0
Blacktown (East) - Kings Park,Park,Park,150.91722154567324,-33.75958616938736,0101000020E61000004DBBFFE059DD62409E019E1E3AE140C0
Blacktown (East) - Kings Park,TENNIS COURTS,Sports Court,150.92584912556205,-33.75967821193668,0101000020E6100000376A588EA0DD62403BE0B9223DE140C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.9215201864287,-33.757631197637515,0101000020E610000015EAE6177DDD62402724200FFAE040C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.9200680489921,-33.756444007519235,0101000020E610000080908C3271DD624070C64028D3E040C0
Blacktown (East) - Kings Park,LEICESTER SQUARE,Shopping Centre,150.8943759111678,-33.77790816814349,0101000020E610000078193BBA9EDC6240D9BBAE7E92E340C0
Blacktown (East) - Kings Park,WESTPOINT CENTRE,Shopping Centre,150.9051918131398,-33.77004332436264,0101000020E61000005B41D254F7DC6240015297C790E240C0
Blacktown (East) - Kings Park,LYNWOOD PARK,Park,150.91869006119407,-33.75546213860484,0101000020E6100000A4FFB2E865DD62404656BDFBB2E040C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.91921846102397,-33.755930748653235,0101000020E6100000477FD53C6ADD6240D3C0B956C2E040C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9031467894124,-33.765394846140104,0101000020E610000070801894E6DC62406F595475F8E140C0
Blacktown (East) - Kings Park,Park,Park,150.89666532066994,-33.74004712321089,0101000020E61000008377787BB1DC624047D837DDB9DE40C0
Blacktown (East) - Kings Park,ADVENTIST NURSING HOME,Nursing Home,150.91833780392338,-33.74214966952512,0101000020E61000000151F60563DD62407EACA7C2FEDE40C0
Blacktown (East) - Kings Park,ALLEN ROBERTSON RESERVE,Park,150.91942640753751,-33.74687067474458,0101000020E61000007AEEEDF06BDD6240492F517599DF40C0
Blacktown (East) - Kings Park,MORGAN POWER RESERVE,Park,150.92311374923366,-33.748023263268564,0101000020E61000004A6ED8258ADD62405E31EE39BFDF40C0
Blacktown (East) - Kings Park,KINGS LANGLEY SHOPPING CENTRE,Shopping Centre,150.92343579795795,-33.74326245739413,0101000020E6100000EC053BC98CDD62401B6D653923DF40C0
Blacktown (East) - Kings Park,TWIN WILLOW RESERVE,Park,150.9196722351083,-33.74280911370425,0101000020E61000008A9A77F46DDD6240E743795E14DF40C0
Blacktown (East) - Kings Park,GOLDEN GROVE PARK,Park,150.9233980148172,-33.74426042655807,0101000020E6100000995AFE798CDD624010E3F7EC43DF40C0
Blacktown (East) - Kings Park,RESOLUTION RESERVE,Park,150.92711846122816,-33.74534913784518,0101000020E6100000C5CF55F4AADD6240CC92BD9967DF40C0
Blacktown (East) - Kings Park,Park,Park,150.90895692648172,-33.74606462471826,0101000020E6100000C616D62C16DD624008EFAD0B7FDF40C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.90233778104053,-33.766601657827,0101000020E610000075707BF3DFDC624093B6CC0020E240C0
Blacktown (East) - Kings Park,Park,Park,150.90529234450156,-33.76765678108034,0101000020E6100000829EA627F8DC624077A5D09342E240C0
Blacktown (East) - Kings Park,CENTRAL PLAZA,Shopping Centre,150.90681738651165,-33.77022263983989,0101000020E61000006050E5A504DD62402560CCA796E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91069506953846,-33.77291538330077,0101000020E61000007A89FC6924DD624012ED2AE4EEE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91197344045975,-33.77303239010863,0101000020E61000000CB3ECE22EDD6240F521B1B9F2E240C0
Blacktown (East) - Kings Park,BLACKTOWN WORKERS CLUB,Club,150.90867104752402,-33.77307349037901,0101000020E610000002FE4DD513DD62408D4A7712F4E240C0
Blacktown (East) - Kings Park,BLACKTOWN WESTPOINT POST OFFICE,Post Office,150.90453863552034,-33.77017756924674,0101000020E6100000E83002FBF1DC62408603B82D95E240C0
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.90712994273835,-33.76556324362209,0101000020E610000013A95F3507DD62403330F3F9FDE140C0
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.9077128164071,-33.76550743402567,0101000020E61000001D94BFFB0BDD624019FEC825FCE140C0
Blacktown (East) - Kings Park,BOWLING GREEN,Sports Field,150.90780753836393,-33.76587434749609,0101000020E6100000BB0A65C20CDD6240A7ABAD2B08E240C0
Blacktown (East) - Kings Park,BLACKTOWN LIBRARY,Library,150.90812200351058,-33.77148800446602,0101000020E6100000643BE0550FDD62400C38721EC0E240C0
Blacktown (East) - Kings Park,BLACKTOWN NURSING HOME,Nursing Home,150.91863128442503,-33.765838473500004,0101000020E610000004766F6D65DD6240BDD9BEFE06E240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.9095738912155,-33.773303030557514,0101000020E61000001D82B43A1BDD62403412FD97FBE240C0
Blacktown (East) - Kings Park,Parking Area,Parking Area,150.91011680332878,-33.77289425554037,0101000020E6100000CA3A46AD1FDD6240F567EF32EEE240C0
Blacktown (East) - Kings Park,BLACKTOWN POST OFFICE,Post Office,150.90752833748203,-33.76928384247616,0101000020E6100000B735DE780ADD62405F6398E477E240C0
Blacktown (East) - Kings Park,MARAYONG,Suburb,150.89416009451398,-33.745202630761675,0101000020E61000006D6AA1F59CDC6240DD01C0CC62DF40C0
Blacktown (East) - Kings Park,KINGS PARK,Suburb,150.9093996216436,-33.74390134747348,0101000020E6100000873E3CCD19DD6240AA6CCB2838DF40C0
Blacktown (East) - Kings Park,PEARCES CORNER,Urban Place,150.91829905239862,-33.737620976961914,0101000020E6100000FFBFB1B462DD62408F723A5D6ADE40C0
Blacktown (East) - Kings Park,ACACIA GARDENS,Suburb,150.91224491493185,-33.73461466398759,0101000020E610000063723F1C31DD62408F7E72DA07DE40C0
Blacktown (East) - Kings Park,BLACKTOWN,Suburb,150.90603561056767,-33.77147588496203,0101000020E6100000C98C643EFEDC624044C8C7B8BFE240C0
Blacktown (East) - Kings Park,BLACKTOWN INDUSTRIAL AREA,Urban Place,150.90947370031523,-33.75725637773527,0101000020E6100000A2ED96681ADD6240BB87E8C6EDE040C0
Blacktown (East) - Kings Park,JIM SOUTHEE COMMUNITY CENTRE,Community Facility,150.92465155540566,-33.74336697783603,0101000020E610000036D5DBBE96DD6240B65D2DA626DF40C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.89649155415466,-33.7488716952203,0101000020E610000081470E0FB0DC624086EF1707DBDF40C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92008015019732,-33.74709529400137,0101000020E61000007B59ED4B71DD62409E5D8FD1A0DF40C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92204332482598,-33.747545760965544,0101000020E6100000EDB3006181DD624023CE5994AFDF40C0
Blacktown (East) - Kings Park,Sports Field,Sports Field,150.92289415875746,-33.74451724480695,0101000020E61000000CB1545988DD62407FE050574CDF40C0
Blacktown (East) - Kings Park,KINGS LANGLEY POST OFFICE,Post Office,150.92352146669336,-33.74312066543016,0101000020E61000004313E47C8DDD62408D80F5931EDF40C0
Blacktown (East) - Kings Park,CATHOLIC CHURCH,Place Of Worship,150.90214043015578,-33.74712315437905,0101000020E6100000647D9B55DEDC6240391245BBA1DF40C0
Blacktown (East) - Kings Park,SIKH TEMPLE,Place Of Worship,150.91991675473196,-33.738004106708075,0101000020E6100000B81343F56FDD6240FC4F27EB76DE40C0
Blacktown (East) - Kings Park,FITZSIMMONS WALKWAY,Park,150.8973651567853,-33.77420509424861,0101000020E6100000CF1E2237B7DC6240E1180C2719E340C0
Blacktown (East) - Kings Park,GRIBBLE RESERVE,Park,150.90325188241914,-33.76824718504884,0101000020E61000004DE17D70E7DC6240B1837BEC55E240C0
Blacktown (East) - Kings Park,BILL SWIFT RESERVE,Park,150.91497597934682,-33.763503025225916,0101000020E6100000727DB47B47DD624006DF9577BAE140C0
Blacktown (East) - Kings Park,MUJAR BIJA RESERVE,Park,150.9171446885125,-33.7794207585322,0101000020E6100000905BD13F59DD624012DC350FC4E340C0
Blacktown (East) - Kings Park,OLGA ROBSHAW RESERVE,Park,150.89965222617613,-33.755798314274486,0101000020E6100000672677F3C9DC62402617C9FFBDE040C0
Blacktown (East) - Kings Park,ANGLICAN CHURCH,Place Of Worship,150.90514568464997,-33.76620058300644,0101000020E6100000FD3515F4F6DC62402A1857DC12E240C0
Blacktown (East) - Kings Park,CATHOLIC CHURCH,Place Of Worship,150.89882949424174,-33.77410752968641,0101000020E61000005A4E1236C3DC624095CB9DF415E340C0
Blacktown (East) - Kings Park,ORTHODOX CHURCH,Place Of Worship,150.90920030793993,-33.76615862213457,0101000020E6100000AF833E2B18DD6240E6CE587C11E240C0
Blacktown (East) - Kings Park,OVAL,Sports Field,150.90377002798004,-33.76681178275651,0101000020E6100000F0281FAFEBDC6240379074E326E240C0
Blacktown (East) - Kings Park,BLACKTOWN CITY COUNCIL,Local Government Chambers,150.90855549273746,-33.77161397477289,0101000020E610000013FDF7E212DD6240A064293FC4E240C0
Blacktown (East) - Kings Park,EUROKA HOMES RETIREMENT VILLAGE,Retirement Village,150.91341407766402,-33.7651749870677,0101000020E6100000BCE828B03ADD624025960441F1E140C0
Blacktown (East) - Kings Park,UNITING MULLAUNA BLACKTOWN,Nursing Home,150.91541226502915,-33.77786720235475,0101000020E61000000A95A90E4BDD6240515F092791E340C0
Blacktown (East) - Kings Park,BLACKTOWN BUS INTERCHANGE,Bus Interchange,150.9068421270129,-33.76793301535506,0101000020E6100000FAC4C7D904DD6240FD3B09A14BE240C0
Blacktown (East) - Kings Park,BLACKTOWN VISITOR INFORMATION AND HERITAGE CENTRE,Tourist Information Centre,150.9082932161155,-33.77083049612201,0101000020E6100000A24CEFBC10DD62403FCDDD92AAE240C0
Blacktown (East) - Kings Park,BLACKTOWN COURT HOUSE,Court House,150.90596133516505,-33.768830049416856,0101000020E61000002E3FA0A2FDDC6240B736E70569E240C0
Blacktown (East) - Kings Park,SEVEN HILLS WEST PUBLIC SCHOOL,Primary School,150.9213841042396,-33.76562145559201,0101000020E61000006D5884FA7BDD62401A7144E2FFE140C0
Blacktown (East) - Kings Park,ST BERNADETTE'S PRIMARY SCHOOL,Primary School,150.92634751357667,-33.7614343719845,0101000020E61000005E718AA3A4DD6240A3DC76AE76E140C0
Blacktown (East) - Kings Park,LYNWOOD PARK PUBLIC SCHOOL,Primary School,150.92626872952954,-33.75373713668078,0101000020E6100000619451FEA3DD62408EE95F757AE040C0
Blacktown (East) - Kings Park,BERT OLDFIELD PUBLIC SCHOOL,Primary School,150.92563365835292,-33.777234650128676,0101000020E61000007C567ACA9EDD624072CFCD6C7CE340C0
Blacktown (East) - Kings Park,KINGS LANGLEY PUBLIC SCHOOL,Primary School,150.92478571070848,-33.74514150521079,0101000020E6100000A2E933D897DD6240E3E2FDCB60DF40C0
Blacktown (East) - Kings Park,ST PATRICK'S PRIMARY SCHOOL,Primary School,150.898331778167,-33.77383136758736,0101000020E6100000EA054922BFDC62400E3400E80CE340C0
Blacktown (East) - Kings Park,BLACKTOWN NORTH PUBLIC SCHOOL,Primary School,150.9127887774627,-33.75807062082528,0101000020E6100000766BCF9035DD62406240467508E140C0
Blacktown (East) - Kings Park,MARAYONG HEIGHTS PUBLIC SCHOOL,Primary School,150.8971334821718,-33.74212257991998,0101000020E610000062C24651B5DC6240923069DFFDDE40C0
Blacktown (East) - Kings Park,MARAYONG PUBLIC SCHOOL,Primary School,150.8950451803089,-33.75695225635433,0101000020E6100000D03BCA35A4DC62406FD6C0CFE3E040C0
Blacktown (East) - Kings Park,BLACKTOWN SOUTH PUBLIC SCHOOL,Primary School,150.9057079680341,-33.78047659900319,0101000020E6100000DCCD468FFBDC624089013EA8E6E340C0
Blacktown (East) - Kings Park,BLACKTOWN BOYS HIGH SCHOOL,High School,150.91194601938568,-33.76183107258832,0101000020E6100000531F6BA92EDD6240F6EB3AAE83E140C0
Blacktown (East) - Kings Park,BLACKTOWN GIRLS HIGH SCHOOL,High School,150.91088230898637,-33.76164068660955,0101000020E61000003FF3A7F225DD6240402528717DE140C0
Blacktown (East) - Kings Park,COREEN SCHOOL,Special School,150.91170825060132,-33.773675206355136,0101000020E61000006FFAC7B62CDD6240BC8206CA07E340C0
Blacktown (East) - Kings Park,HOLY CROSS PRIMARY SCHOOL,Primary School,150.92383276797364,-33.73741336222435,0101000020E610000070ADBC0990DD62408931A18F63DE40C0
Blacktown (East) - Kings Park,CADDIES CREEK PUBLIC SCHOOL,Primary School,150.92695808679716,-33.73626008353964,0101000020E6100000CF7101A4A9DD624095133AC53DDE40C0
Blacktown (East) - Kings Park,MULLAUNA VILLAGE,Retirement Village,150.91661549996178,-33.7781007677183,0101000020E6100000F66A07EA54DD6240DA2B53CE98E340C0
Blacktown (East) - Kings Park,ERNIE IRELAND RESERVE,Park,150.9236507540257,-33.735256171893596,0101000020E6100000EAAE068C8EDD62408A3BCEDF1CDE40C0
Blacktown (East) - Kings Park,Park,Park,150.91381485743474,-33.73486446341158,0101000020E6100000FFE8A7F83DDD624034ACEA0910DE40C0
Blacktown (East) - Kings Park,METS68N1,Roadside Emergency Telephone,150.90177403609744,-33.735628266364024,0101000020E6100000742D3955DBDC6240F905291129DE40C0
Blacktown (East) - Kings Park,METS68S1,Roadside Emergency Telephone,150.9017039558272,-33.73601217595843,0101000020E6100000741E41C2DADC62408199A0A535DE40C0
Blacktown (East) - Kings Park,METS68N2,Roadside Emergency Telephone,150.90646656295215,-33.7362799832294,0101000020E610000081592AC601DD6240B955286C3EDE40C0
Blacktown (East) - Kings Park,METS68S2,Roadside Emergency Telephone,150.90606284299545,-33.736636956195056,0101000020E610000029D98077FEDC6240FEF0A91E4ADE40C0
Blacktown (East) - Kings Park,METS70N1,Roadside Emergency Telephone,150.91607297322574,-33.737848223087006,0101000020E61000002198447850DD624003C981CF71DE40C0
Blacktown (East) - Kings Park,METS70S1,Roadside Emergency Telephone,150.91588134999915,-33.73826987959086,0101000020E610000068A867E64EDD6240783B9EA07FDE40C0
Blacktown (East) - Kings Park,METS72S1,Roadside Emergency Telephone,150.92708602036834,-33.741205950485785,0101000020E6100000F2414DB0AADD6240F1772AD6DFDE40C0
Blacktown (East) - Kings Park,BLACKTOWN COMMUNITY HEALTH CENTRE,Community Medical Centre,150.9147694404933,-33.773987152938425,0101000020E610000091C98FCA45DD624085B2D20212E340C0
Blacktown (East) - Kings Park,BLACKTOWN CITY BOWLING AND REC CLUB,Club,150.91317324203126,-33.77559663556154,0101000020E6100000694317B738DD6240EE4F24C046E340C0
Blacktown (East) - Kings Park,BLACKTOWN RSL CLUB (CITY OF),Club,150.90727696101771,-33.76608136162264,0101000020E6100000887FB16908DD6240481F3DF40EE240C0
Blacktown (East) - Kings Park,BLACKTOWN TRANSITIONAL AGED CARE SERVICE,Nursing Home,150.91755665500347,-33.77561002760391,0101000020E6100000F22EC69F5CDD624015817B3047E340C0
Blacktown (East) - Kings Park,MARAYONG PUBLIC SCHOOL PRESCHOOL,Preschool,150.89565907819434,-33.7576518145779,0101000020E6100000BA263A3DA9DC6240FEAE12BCFAE040C0
